id,URL,sentence
216,https://en.wikinews.org/wiki/Golf_and_rugby_set_to_return_to_the_Olympic_Games,"The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union, and golf were selected over five other sports to be considered to participate in the Olympics."
217,https://en.wikinews.org/wiki/Golf_and_rugby_set_to_return_to_the_Olympic_Games,"Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005."
218,https://en.wikinews.org/wiki/Golf_and_rugby_set_to_return_to_the_Olympic_Games,The vote must still be ratified by the full IOC at it's October meeting in Copenhagen.
219,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,Not all were supportive of the inclusion of the women’s ranks.
220,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,"2004 Olympic silver medallist Amir Khan said, ""Deep down I think women shouldn’t fight. That’s my opinion."""
221,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,Despite his comments he said he will be supporting the British competitors at the 2012 Olympics being held in London.
222,https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,The trial took place at Birmingham Crown Court and concluded on August 3.
223,https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,"The presenter, who was arrested at the scene, denied the attack and claimed he used the pole to protect himself from bottles being thrown at him by up to thirty people."
224,https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,Blake was also convicted of attempting to pervert the course of justice.
225,https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,"The judge told Blake it was ""almost inevitable"" he was going to be sent to jail."
226,https://en.wikinews.org/wiki/Scientists_conclude_that_the_universe_may_expand_forever,Dark energy is a completely invisible force that is constantly acting upon the universe.
227,https://en.wikinews.org/wiki/Scientists_conclude_that_the_universe_may_expand_forever,Its existence is known only because of its effects on the expansion of the universe.
228,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,Scientists have discovered landforms littered across the moon's surface called lobate scarps that have apparently resulted from the moon's shrinking very slowly.
229,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,"These scarps were found all over the moon and appear to be minimally weathered, indicating that the geologic events that created them were fairly recent."
230,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,This theory contradicts the claim that the moon is completely devoid of geologic activity.
231,https://en.wikinews.org/wiki/Seven_killed_in_Chinese_bombing,The man allegedly drove a three-wheeled vehicle armed with explosives into a crowd.
232,https://en.wikinews.org/wiki/Seven_killed_in_Chinese_bombing,"The man suspected of detonating the bomb was detained, after sustaining injuries from the blast."
233,https://en.wikinews.org/wiki/Seven_killed_in_Chinese_bombing,"His name is still unknown to authorities, although they do know he is a member of the Uighur ethnic group."
234,https://en.wikinews.org/wiki/17-pound_baby_born_in_Russia,"Nadia, born on September 17, 2007, by Cesarean section at a maternity clinic in Aleisk, Russia, weighed in at a massive 17 pounds 1 ounce."
235,https://en.wikinews.org/wiki/17-pound_baby_born_in_Russia,"""We were all simply in shock,"" the mother stated."
236,https://en.wikinews.org/wiki/17-pound_baby_born_in_Russia,"When asked what the father said, she answered ""He couldn't say a thing - he just stood there blinking."""
237,https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers,"""It's going to behave like water. It's transparent just the way water is."
238,https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers,"So if you were standing by the shoreline, you would be able to see down to whatever pebbles or gunk that was on the bottom."
239,https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers,"As far as we know, there is only one planetary body that displays more dynamism than Titan, and its name is Earth,"" added Stofan."
240,https://en.wikinews.org/wiki/Teen_post_officer_hides_400_New_Year_cards_in_Japanese_snow,The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.
241,https://en.wikinews.org/wiki/Teen_post_officer_hides_400_New_Year_cards_in_Japanese_snow,"Yesterday, the post office released their apology to citizens and the media after discovering that the boy had hidden more than 600 postal documents, including 429 New Year postcards, which weren't delivered to their intended recipients."
242,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,"The unmanned lunar orbiter Chandrayaan-1 ejected its Moon Impact Probe (MIP), which hurtled across the surface of the Moon at 1.5 kilometres per second (3000 miles per hour), and successfully crash landed near the Moon's south pole."
243,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,"Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides."
244,https://en.wikinews.org/wiki/Thai_female_boxing_champ_paroled_from_prison,"""Thanks for those who supported a convict like me,"" Siriporn was quoted as saying at a press conference."
245,https://en.wikinews.org/wiki/Thai_female_boxing_champ_paroled_from_prison,"""Some may not agree but I don't care."
246,https://en.wikinews.org/wiki/Thai_female_boxing_champ_paroled_from_prison,I am happy that there are people willing to support me.
247,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,"Since Pakistani independence from British rule in 1947, the Pakistani President has appointed ""Political Agents"" to govern FATA, who exercise near-complete autonomous control over the areas."
248,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.
249,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,"A hostel collapsed in Mecca, the holy city of Islam at about 10 o'clock this morning local time."
250,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.
251,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,The hostel's guests were mostly citizens of the United Arab Emirates.
252,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,"The death toll is at least 15, a figure which is expected to rise."
253,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85,"Leonov, also known as ""cosmonaut No. 11"", was part of the Soviet Union's original team of cosmonauts."
254,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85,"On March 18, 1965, he performed the first manned extravehicular activity (EVA), or ""spacewalk"", remaining alone outside the spacecraft for just over twelve minutes."
255,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85,"He received the ""Hero of the Soviet Union"", the Soviet Union's highest honor, for his work."
256,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85,"Ten years later, he led the Soviet part of the Apollo–Soyuz mission symbolizing that the Space Race was over."
257,https://en.wikinews.org/wiki/UK_threat_level_reduced_to_%27severe%27,"She said, ""There is no intelligence to suggest that an attack is expected imminently."
258,https://en.wikinews.org/wiki/UK_threat_level_reduced_to_%27severe%27,"However, the reduction of the threat level to severe does not mean the overall threat has gone away."""
259,"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland","While authorities are unsure of the credibility of the threat, the Maryland Transportaion Authority made the closure with the urging of the FBI."
260,"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland",Dump trucks were used to block tube entrances and assistance of 80 police were on hand to direct motorists to detours.
261,"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland","There were no heavy traffic delays reported on the beltway, the city's alternate route."
262,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc",Nigeria previously announced it planned to join the AfCFTA in the week leading up to the summit.
263,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc",AU trade and industry commissioner Albert Muchanga announced Benin was to join.
264,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc","The commissioner said, ""We haven't yet agreed on rules of origin and tariff con[c]essions, but the framework we have is enough to start trading on July 1, 2020""."
265,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk,"The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk."
266,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk,Chiao and Sharipov reported being a safe distance from the attitude adjustment thrusters.
267,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk,Russian ground control activated the jets and normal attitude of the station was regained.
268,https://en.wikinews.org/wiki/Spam_mailer_gets_9_year_jail_sentence,"The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges."
269,https://en.wikinews.org/wiki/Spam_mailer_gets_9_year_jail_sentence,"This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail, aka spam, from unsolicited distribution into users mailboxes."
270,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City,21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.
271,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City,"Since then, the Brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals."
272,https://en.wikinews.org/wiki/Two-day_bird_flu_conference_draws_$1.9_billion_in_pledges,Dr. Lee also expressed his concern about reports that children in Turkey have now become infected with the A(H5N1) avian influenza virus without becoming ill.
273,https://en.wikinews.org/wiki/Two-day_bird_flu_conference_draws_$1.9_billion_in_pledges,"Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted."
274,https://en.wikinews.org/wiki/Two-day_bird_flu_conference_draws_$1.9_billion_in_pledges,There is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild.
275,https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood,"Leslie Aun, a spokesperson for the Komen Foundation, said the organization adopted a new rule that does not allow grants or funding to be awarded to organizations that are under legal investigation."
276,https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.
277,https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood,"Stearns is investigating whether taxes are used to fund abortions through Planned Parenthood in his role as chairman of the Oversight and Investigations Subcommittee, which is under the umbrella of the House Energy and Commerce Committee."
278,https://en.wikinews.org/wiki/Mitt_Romney_wins_2012_Florida_primary,Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote.
279,https://en.wikinews.org/wiki/Mitt_Romney_wins_2012_Florida_primary,Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent.
280,https://en.wikinews.org/wiki/Mitt_Romney_wins_2012_Florida_primary,"As a winner-takes-all state, Florida awarded all fifty of its delegates to Romney, pushing him ahead as the front-runner for the Republican Party nomination."
281,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,"Organisers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover."
282,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,"In Berlin, police estimated 6,500 protestors."
283,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,"Protests also took place in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valetta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland."
284,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,"In London, about 200 people protested outside some major copyright holders' offices."
285,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,"Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now."
286,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,Latvia and Slovakia have both delayed the process of joining ACTA.
287,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,Animal Liberation and the Royal Society for the Prevention of Cruelty to Animals (RSPCA) are again calling for the mandatory installation of CCTV cameras in all Australian abattoirs.
288,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,RSPCA New South Wales chief inspector David O'Shannessy told the ABC that surveillance and inspections of abattoirs should be commonplace in Australia.
289,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,"""The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority."""
290,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,The United States Geological Survey international earthquake map showed no earthquakes in Iceland in the week prior.
291,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,The Icelandic Meteorological Office also reported no earthquake activity in the Hekla area in the past 48 hours.
292,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,The significant earthquake activity resulting in the phase change had took place on March 10 on the northeast side of the volcano's summit caldera.
293,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,Dark clouds unrelated to any volcanic activity were reported at the base of the mountain.
294,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,The clouds presented the potential for confusion as to whether an actual eruption had taken place.
295,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,The Luno had 120–160 cubic metres of fuel aboard when it broke down and high winds and waves pushed it into the breakwater.
296,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,Helicopters rescued the twelve crewmembers and the only injury was a broken nose.
297,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,The 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load.
298,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,The proposed amendment already passed both houses in 2011.
299,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.
300,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,"The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future."
301,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,"Following the process, HJR-3 will be reviewed again by the next elected legislature in either 2015 or 2016 to remain in process."
302,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,Vautier's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship.
303,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II.
304,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,He documented himself in a 1998 book.
305,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,In the 1960s he headed back to newly-independent Algeria to teach film directing.
306,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,"Japanese judoka Hitoshi Saito, winner of two Olympic gold medals, has died at the age of 54."
307,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,The cause of death was announced as intrahepatic bile duct cancer.
308,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,He died in Osaka on Tuesday.
309,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,"As well as a former Olympic and World champion, Saito was the All Japan Judo Federation training committee chairman at the time of his death."
310,"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting","At least 100 people had attended the party, in order to celebrate the first anniversary of a couple whose wedding was held last year."
311,"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting","A formal anniversary event was scheduled for a later date, officials said."
312,"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting",The couple had married in Texas one year ago and came to Buffalo to celebrate with friends and relatives.
313,"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting","The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt."
314,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,"Karno is a well-known but controversial English tutor who taught under Modern Education and King's Glory who claimed to have 9,000 students at the peak of his career."
315,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class."
316,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.
317,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,"He has also been accused previously of copyright infringement, but was not charged."
318,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,"A former student said that he 'used slang in class, taught dating skills in notes, and was just like the students' friend.'"
319,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,"During the last three decades, despite officially remaining a communist state, China has developed a market economy."
320,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,The first economic reforms were made under the leadership of Deng Xiaoping.
321,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,"Since then, China's economic size has grown by 90 times."
322,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,"For the first time, last year China exported more cars than Germany and surpassed the United States as the biggest market for this industry."
323,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,China's GDP could be larger than the United States within two decades.
324,https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,"Tropical Storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean."
325,https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,"The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph (64 kph)."
326,https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,Scientists at the National Hurricane Center predict that Danielle will strengthen to a hurricane by Wednesday.
327,https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,"As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean."
328,https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade."
329,https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,He joined them in 1945 and stayed until 1958.
330,https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,"During his time with the team, he scored 403 goals in 468 appearances."
331,https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,No one else has ever made more appearances or scored more goals for the club than Bobek.
332,https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,In 1995 he was voted the best player in Partizan's history.
333,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,The celebrations started with a special show by the world-renowned group Cirque du Soleil.
334,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,"It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses."
335,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,Then Whirling Dervishes took to the stage.
336,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.
337,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,"To finish, Turkish dance group Fire of Anatolia performed the show ""Troy""."
338,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,"Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway."
339,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,"While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat."
340,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.
341,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13,Zayat was unhurt in the accident.
342,https://en.wikinews.org/wiki/Spanish_prime_minister_speaks_on_economic_crisis,"Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part."
343,https://en.wikinews.org/wiki/Spanish_prime_minister_speaks_on_economic_crisis,"We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover."""
344,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,"Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts."
345,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices."
346,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland,"""Luckily nothing happened to me, but I saw a macabre scene, as people tried to break windows in order to get out."
347,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland,"People were hitting the panes with chairs, but the windows were unbreakable."
348,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland,"One of the panes finally broke, and they started to get out by the window,"" said survivor Franciszek Kowal."
349,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.
350,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,Scientists are working to create a reactor that can make energy in the same way.
351,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,"This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built."
352,"https://en.wikibooks.org/wiki/Wikijunior:Big_Book_of_Fun_Science_Experiments/How_to_make_a_needle_float,_and_how_to_make_it_sink",The steel needle floats on top of the water because of surface tension.
353,"https://en.wikibooks.org/wiki/Wikijunior:Big_Book_of_Fun_Science_Experiments/How_to_make_a_needle_float,_and_how_to_make_it_sink",Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.
354,"https://en.wikibooks.org/wiki/Wikijunior:Big_Book_of_Fun_Science_Experiments/How_to_make_a_needle_float,_and_how_to_make_it_sink",The water molecules make an invisible skin on the water’s surface that allows things like the needle to float on top of the water.
355,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,"The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted."
356,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,"Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves."
357,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,"This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left."
358,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,"To return to their previous energy level, they must get rid of the extra energy they got from the light."
359,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,"They do this by emitting a tiny particle of light called a ""photon""."
360,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation."
361,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture."
362,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,Photons are even smaller than the stuff that makes up atoms!
363,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.
364,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.
365,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,"First, the switch for the light fixture needs to be turned off or the cable disconnected."
366,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.
367,https://en.wikibooks.org/wiki/Wikijunior:Biology/Systems/Circulatory_System,"The major organ of the circulatory system is the heart, which pumps the blood."
368,https://en.wikibooks.org/wiki/Wikijunior:Biology/Systems/Circulatory_System,Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.
369,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops,A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.
370,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops,"Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous."
371,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops,"These plants look like a small palm tree with a crown of sharp, spiky leaves."
372,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops,A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.
373,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops,"Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit."
374,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Jupiter/Io,"How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth."
375,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Jupiter/Io,"A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you."
376,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/The_Sun,"The Sun doesn't have a crust like the Earth that you can stand on. The whole Sun is made out of gases, fire, and plasma."
377,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/The_Sun,The gas becomes thinner as you go farther from the center of the Sun.
378,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/The_Sun,"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light""."
379,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Venus,"About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does."
380,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Venus,Phases happen because only the side of Venus (or of the Moon) facing the Sun is lighted. The phases of Venus supported the theory of Copernicus that the planets go around the Sun.
